,Question,Answer,Label
14979,what is buttoned-down shirt?,"The term ""button-down"" (which refers a type of shirt which has a collar fastened down by buttons) is sometimes used in error to apply to all shirts (with or without buttoned down collars), being used as a synonym for ""button-up"" or ""button-front"".",1
14981,when is administrative assistant day,"In North America , it is celebrated on the Wednesday of the last full week of April (April 24 in 2013).",1
14993,where is keith whitley from,"Jackie Keith Whitley (July 1, 1954Stambler, Irwin, and Grelun Landon (2000). - Country Music: The Encyclopedia. - New York: St. Martin's Press. - p.533. - ISBN 978-0-312-26487-1.—Carlin, Richard (2003). - Country Music: A Biographical Dictionary. - New York: Routledge - p.427. - ISBN 978-0-415-93802-0.—Larkin, Colin (1995). - The Guinness Encyclopedia of Popular Music. - New York: Stockton Press - P.4462. - ISBN 978-0-85112-662-3.—Stanton, Scott (2003). - The Tombstone Tourist: Musicians. - New York: Pocket Books. - p.395. - ISBN 978-0-7434-6330-0.—Hicks, Jack. - ""Singer Keith Whitley's Memory Alive Through Songs, Love in Home Town"". - The Kentucky Post . - September 25, 1991.—""Country Music Star Keith Whitley Dead at 33"". - Lexington Herald-Leader . - May 10, 1989.——Hurst, Jack. - ""Whitley's Last Days"". - Chicago Tribune . - May 14, 1989.—""Alcohol Kills Country Singer Keith Whitley"". - United Press International . - (c/o The San Francisco Chronicle ). - May 10, 1989. — May 9, 1989), known professionally as Keith Whitley, was an American country music singer.",1
15015,where are the internal and external iliac arteries,The external iliac arteries are two major arteries which bifurcate off the common iliac arteries anterior to the sacroiliac joint of the pelvis.,1
15019,what is steam by valve corporation,"Steam is a digital distribution , digital rights management , multiplayer and communications platform developed by Valve Corporation .",1
15037,where is the Rhine river located on a map,"The Rhine (; ; ) is a European river that runs from the Swiss canton of Grisons in the southeastern Swiss Alps through Germany and eventually flows into the North Sea coast in the Netherlands and is the twelfth longest river in Europe , at about , with an average discharge of more than .",1
15043,what is sanskrit shri,"Sri ( Devanagari : श्री, IAST ; Śrī), also transliterated as Sree or Shri or Shree is a word of Sanskrit origin, used in the Indian subcontinent as polite form of address equivalent to the English ""Mr."" in written and spoken language, or as a title of veneration for deities (usually translated as ""Holy"").",1
15045,what is civil engineering aBOUT,"Civil engineering is a professional engineering discipline that deals with the design, construction, and maintenance of the physical and naturally built environment, including works like roads, bridges, canals , dams, and buildings.",1
15096,Where is South Beach in Miami,"South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach , Florida , United States , located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean .",1
15102,who was john f kennedy up against,"The Republican Party nominated incumbent Vice-President Richard Nixon , while the Democratic Party nominated John F. Kennedy , Senator from Massachusetts.",1
15145,what is the controlled substance act known as,The Controlled Substances Act (CSA) was enacted into law by the Congress of the United States as Title II of the Comprehensive Drug Abuse Prevention and Control Act of 1970 .,1
15182,when was fdr elected as president,"Franklin Delano Roosevelt ( or ; January 30, 1882 – April 12, 1945), also known by his initials, FDR, was the 32nd President of the United States (1933–1945) and a central figure in world events during the mid-20th century, leading the United States during a time of worldwide economic depression and total war.",1
15206,where was ms-13 originally from,"Mara Salvatrucha (commonly abbreviated as MS, Mara, and MS-13) is a transnational criminal gang that originated in Los Angeles and has spread to other parts of the United States, Canada, Mexico, and Central America.",1
15215,what is bones job,"The show is based on forensic anthropology and forensic archaeology , with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth ( David Boreanaz ) to the forensic anthropologist Dr. Temperance ""Bones"" Brennan ( Emily Deschanel ).",1
15225,where was the super bowl in 1991,"The game was held at Tampa Stadium in Tampa, Florida , on January 27, 1991, during the height of the Gulf War .",1
15236,when was malcolm x assassinated,"Malcolm X (; May 19, 1925February 21, 1965), born Malcolm Little and also known as El-Hajj Malik El-Shabazz (), was an African-American Muslim minister and human rights activist.",1
15246,when was malcolm x assassinated,"In February 1965, less than a year after leaving the Nation of Islam, he was assassinated by three members of the group.",1
15258,who are the characters in 90210 in season 3,"Regular cast members for the season included Shenae Grimes , Tristan Wilds , AnnaLynne McCord , Ryan Eggold , Jessica Stroup , Michael Steger , Jessica Lowndes , Matt Lanter , Gillian Zinser , Trevor Donovan and Lori Loughlin .",1
15275,when was queen elizabeth ii married,"In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward .",1
15307,where are facial sinuses,"Paranasal sinuses are a group of four paired air-filled spaces that surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses ).",1
15309,what is lean manufacturing and who developed,"Lean manufacturing, lean enterprise, or lean production, often simply, ""Lean,"" is a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination.",1
15312,what is lean manufacturing and who developed,"Lean manufacturing is a management philosophy derived mostly from the Toyota Production System (TPS) (hence the term Toyotism is also prevalent) and identified as ""Lean"" only in the 1990s.",1
15329,who is is the singer westlife,Westlife were an Irish boy band which formed in 1998 and disbanded in 2012.,1
15342,what is vitamin a for,"Vitamin A has multiple functions, it is important for growth and development, for the maintenance of the immune system and good vision.",1
15343,what is vitamin a for,"Vitamin A is needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin the light-absorbing molecule , that is necessary for both low-light ( scotopic vision) and color vision .",1
15371,what is the capital city of california.,Sacramento is the capital city of the U.S. state of California and the seat of government of Sacramento County .,1
15386,when is it memorial day,Memorial Day is a United States federal holiday which occurs every year on the final Monday of May.,1
15402,"What was ""Freedom Summer""?","Freedom Summer (also known as the Mississippi Summer Project) was a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting.",1
15403,"What was ""Freedom Summer""?","The project also set up dozens of Freedom Schools, Freedom Houses, and community centers in small towns throughout Mississippi to aid the local black population.",1
15422,where is dia de los muertos celebrated,Day of the Dead () is a Mexican holiday celebrated throughout Mexico and around the world in other cultures.,1
15433,what was the Name the first electronic handheld calculator,The ANITA Mark VII and ANITA Mark VIII calculators were launched simultaneously in late 1961 as the world's first all- electronic desktop calculators .,1
15437,when was washington elected president,"George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .",1
15484,where is the island New Guinea?,"Located in the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago .",1
15546,what is in milk,Milk is a white liquid produced by the mammary glands of mammals .,1
15548,what is in milk,"Early- lactation milk contains colostrum , which carries the mother's antibodies to the baby and can reduce the risk of many diseases in the baby.",1
15559,What is motorcycle speedway racing,"Motorcycle speedway, usually referred to as speedway, is a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit.",1
15598,who is the guy in the wheelchair who is smart,"Professor Stephen Hawking , known for being a theoretical physicist , has appeared in many works of popular culture .",1
15604,what is honey bee propolis,Propolis as hive sealing,1
15605,what is honey bee propolis,"Propolis is a resinous mixture that honey bees collect from tree buds, sap flows, or other botanical sources.",1
15611,when was steven tyler born,"Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer, songwriter, and multi-instrumentalist, best known as the frontman and lead singer of the Boston -based rock band Aerosmith , in which he also plays the harmonica, and occasional piano and percussion.",1
15627,what is blood urea,The liver produces urea in the urea cycle as a waste product of the digestion of protein .,1
15628,what is blood urea,Normal human adult blood should contain between 7 to 21 mg of urea nitrogen per 100 ml (7–21 mg/ dL ) of blood.,1
15646,where are the most concentration of jews living,"According to this report, about 42.5% of all Jews reside in Israel (5.7 million), and 39.3% in the United States (5.3 million), with most of the remainder living in Europe (1.5 million) and Canada (0.4 million).",1
15654,what is corpus christi holiday,"The Feast of Corpus Christi ( Latin for Body of Christ ), also known as Corpus Domini, is a Latin Rite liturgical solemnity celebrating the tradition and belief in the body and blood of Jesus Christ and his Real Presence in the Eucharist .",1
15668,who was the first european in the americas,"The start of the systematic European colonization of the Americas is typically dated to 1492, when a Spanish expedition headed by Christopher Columbus sailed for India to open trade but inadvertently discovered the Americas.",1
15682,where is testosterone produced,"Testosterone is a steroid hormone from the androgen group and is found in mammals, reptiles, birds, and other vertebrates .",1
15683,where is testosterone produced,"In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands .",1
15685,where is testosterone produced,"In men, testosterone plays a key role in the development of male reproductive tissues such as the testis and prostate as well as promoting secondary sexual characteristics such as increased muscle , bone mass, and the growth of body hair .",1
15693,what is the difference between multistage and cluster sampling,"Cluster sampling is a sampling technique used when ""natural"" but relatively homogeneous groupings are evident in a statistical population .",1
15700,where is jamestown north carolina,"Jamestown is a town in Guilford County , North Carolina , United States , and is a suburb of the nearby cities of Greensboro and High Point.",1
15714,what is cu the element,Copper is a chemical element with the symbol Cu (from ) and atomic number 29.,1
15759,when was jamestown colonized,"Established by the Virginia Company of London as ""James Fort"" on May 14, 1607 ( O.S. , May 24, 1607 N.S. ), it followed several earlier failed attempts, including the Lost Colony of Roanoke .",1
15784,who is on the $10. bill,"The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .",1
15796,when was andy griffith born,"Andy Samuel Griffith (June 1, 1926 – July 3, 2012) was an American actor, television producer, Grammy Award -winning Southern-gospel singer, and writer.",1
15812,who is norah jones parents,She is the daughter of Indian sitar player Ravi Shankar and Sue Jones.,1
15850,what is the capacity of the cowboy stadium,"The stadium seats 85,000, making it the third largest stadium in the NFL by seating capacity .",1
15851,what is the capacity of the cowboy stadium,"The maximum capacity of the stadium, including standing room, is 105,000.",1
15869,what is Carbon 14 dating is a type of ?,"Carbon-14, 14C, or radiocarbon, is a radioactive isotope of carbon with a nucleus containing 6 protons and 8 neutrons .",1
15919,when was the battle at tombstone fought,"The Gunfight at the O.K. Corral was a gunfight that took place at about 3:00 p.m. on Wednesday, October 26, 1881, in Tombstone , Arizona Territory , and is generally regarded as the most famous gunfight in the history of the American Old West .",1
15956,what is the population of algoma wi for 2010,"The population was 3,167 at the 2010 census .",1
15973,what is renaissance english,The English Renaissance was a cultural and artistic movement in England dating from the late 15th and early 16th centuries to the early 17th century.,1
15978,Who is the husband of Betty Ford,"Elizabeth Ann Bloomer Warren ""Betty"" Ford (April 8, 1918 – July 8, 2011), was First Lady of the United States from 1974 to 1977 during the presidency of her husband Gerald Ford .",1
16018,what was Coco Chanel's real first name?,"Gabrielle ""Coco"" Bonheur Chanel (August 19, 1883 – January 10, 1971) was a French fashion designer and founder of the Chanel brand.",1
16029,what is grist mill stone,"A gristmill (also: grist mill, corn mill or flour mill) grinds grain into flour .",1
16090,what is the rule of the 9s,"In adults, the ""rule of nines"" is used to determine the total percentage of area burned for each major section of the body.",1
16098,where  is kj 52 from,"Jonah Kirsten Sorrentino (born June 26, 1975), better known by his stage name KJ-52, is a Christian rapper from Tampa, Florida .",1
16104,what is the sign for degrees,"The degree symbol (°) is a typographical symbol that is used, among other things, to represent degrees of arc (e.g. in geographic coordinate systems ), hours (in the medical field), or degrees of temperature .",1
16105,what is the sign for degrees,"The symbol consists of a small raised circle, historically a zero glyph .",1
16116,what is the prognosis of stomach cancer,Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease.,1
16146,what is el mate,"Mate (, ; sometimes also spelled maté), also known as chimarrão () or cimarrón (), is a traditional South American infused drink , particularly in Argentina, Uruguay, Paraguay and the southern states of Brazil and to a lesser degree in south of Chile, the Bolivian Chaco , Syria and Lebanon.",1
16173,what is dave batista doing now,"He won his MMA debut on October 6, 2012, defeating Vince Lucero via TKO in the first round.",1
16174,WHO IS HENRY SAMPSON JR.,"Henry T. Thomas Sampson, Jr. (born in Jackson, Mississippi in 1934) is an African-American inventor.",1
16261,what is the disease osteonecrosis of the jaw?,Osteonecrosis of the jaw (ONJ) is a severe bone disease that affects the maxilla and the mandible .,1
16263,what is the disease osteonecrosis of the jaw?,"Osteonecrosis of the jaws associated with bisphosphonate therapy, required by some cancer treatment regimens, has been identified and defined as a pathological entity since 2003.",1
16279,what is mincemeat made of,"Mincemeat is a mixture of chopped dried fruit , distilled spirits and spices , and sometimes beef suet , beef , or venison .",1
16312,where is hickory located nc,"Hickory is a city in Catawba County , with parts also in Burke County and Caldwell County .",1
16315,what is Polyester in packaging PET,"Polyethylene terephthalate (sometimes written poly(ethylene terephthalate)), commonly abbreviated PET, PETE, or the obsolete PETP or PET-P, is a thermoplastic polymer resin of the polyester family and is used in synthetic fibers ; beverage, food and other liquid containers ; thermoforming applications; and engineering resins often in combination with glass fiber.",1
16328,who are the two senators of louisiana,Its current senators are Democrat Mary Landrieu and Republican David Vitter .,1
16341,who is director jack smight,"Jack Smight (March 9, 1925 - September 1, 2003) was an American theatre and film director .",1
16346,what is dmitri mendeleev 4,Dmitri Ivanovich Mendeleev (; 8 February 1834 – 2 February 1907 O.S. 27 January 1834 – 20 January 1907) was a Russian chemist and inventor.,1
16347,what is dmitri mendeleev 4,"He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!",1
16348,where is modesto california,"Modesto ( Spanish for ""modest""), officially the City of Modesto, is the county seat and largest city of Stanislaus County , California , United States .",1
16366,what is the female symbol called,"The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively.",1
16369,what is leasehold; real estate,A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .,1
16455,WHAT IS THE LENGTH OF A NAUTICAL MILE,"By international agreement it has been set at 1,852 metres exactly (about 6,076 feet).",1
16478,what is black hairy tongue disease,"Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance.",1
16482,what is firewire used for,The IEEE 1394 interface is a serial bus interface standard for high-speed communications and isochronous real-time data transfer.,1
16491,when was srv born,"Stephen ""Stevie"" Ray Vaughan (October 3, 1954 – August 27, 1990) was an American guitarist, singer-songwriter, and record producer.",1
16514,what is ethernet gigabit,"In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard.",1
16560,what is tofu made of,"Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks.",1
16580,Where is Bubbles the Chimp now,"When the trainer shut down his operation in 2004, Bubbles was moved to the Center for Great Apes , a sanctuary in Wauchula, Florida , where he has lived since 2005.",1
16582,what is muse's lead singer's name,"The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling).",1
16592,where is bloemfontein in africa,"Bloemfontein (, ; Dutch for ""fountain of flowers"") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital.",1
16638,what is in the preamble of the constitution,The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.,1
16641,when was the internet started,The history of the Internet began with the development of electronic computers in the 1950s.,1
16666,where is rolling rock brewed,"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.",1
16670,when was Pope Benedict XVI elected?,"Benedict was elected on 19 April 2005 in a papal conclave , celebrated his Papal Inauguration Mass on 24 April 2005, and took possession of his cathedral, the Archbasilica of St. John Lateran , on 7 May 2005.",1
16718,Who was John Adam's children,"Adams was the father of John Quincy Adams , the sixth President of the United States.",1
16722,who was on the 10 dollar bill,"The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .",1
16736,what is water jet propulsion,"Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern .",1
16754,who is E from entourage,"Eric ""E.""",1
16811,what is the political tea party,"The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit .",1
16838,what is puerto rico currency,"The peso and dollar have been followed by other contemporary issues, including commemorative banknotes, private currency, and a quarter coin designed with Fort San Felipe del Morro in the face.",1
16841,who is ezekiel in the bible,"The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve .",1
16901,where are the ten commandments in the bible,"The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy .",1
16931,what is endodontic dentistry,"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth .",1
16957,who is the junior senator of nc,"Janet Kay Ruthven Hagan (; born May 26, 1953) is the junior United States Senator from North Carolina , in office since January 2009.",1
16962,who is heisman trophy named after,"It was created in 1935 as the Downtown Athletic Club trophy and renamed in 1936 following the death of the Club's athletic director, John Heisman (former Brown University and University of Pennsylvania player; head football coach at Oberlin College , Auburn University , Clemson University , Rice University , and the University of Pennsylvania; and football, basketball, and baseball head coach and athletic director at Georgia Tech ).",1
17014,where are Giant Panda Bears found?,"The giant panda lives in a few mountain ranges in central China, mainly in Sichuan province, but also in the Shaanxi and Gansu provinces.",1
17048,where is loxahatchee fl at,"Loxahatchee is a community located in Palm Beach County , Florida , United States .",1
17049,where is loxahatchee fl at,"It is located in the areas north of Wellington and west and northwest of Royal Palm Beach, Florida and approximately west of West Palm Beach.",1
17060,what is the format of the canadian citizenship test,"The test is available in both French and English , the official languages of Canada .",1
17078,What is up with Kent Hovind,"He is incarcerated at the Federal Correctional Institution at Berlin, New Hampshire.",1
17080,what is that dot on the forehead of indian women\,"A bindi (, from Sanskrit bindu, meaning ""a drop, small particle, dot""), or a pottu/bottu (in Tamil, Telugu, and Malayalam) is a forehead decoration worn in South Asia (particularly India , Bangladesh , Nepal , Sri Lanka and Mauritius ) and Southeast Asia .",1
17103,where is good morning america studio,"Times Square Studios (TSS) is an American television studio located in the Times Square neighborhood of the Manhattan borough of New York City , New York .",1
17139,what is primary medicine,Primary care may be provided in community health centres.,1
17140,what is primary medicine,Primary care is the health care given by a health care provider .,1
17170,when was the first super bowl,"For example, Super Bowl I was played on January 15, 1967, following the 1966 regular season , while Super Bowl XLVII was played on February 3, 2013, following the 2012 season .",1
17185,what is the origin of fiona,"The name Fiona was invented, and first used, by the Scottish poet James Macpherson (1736–96), author of the Ossian poems, which he claimed were translations from ancient Gaelic sources (sources, when challenged, he never produced).",1
17197,what is the official language of america?,The most commonly used language is English .,1
17221,what is auto quarter panel,"On an automobile, a quarter panel (or rear wing as it is known in British English ) is usually considered the body panel which goes between the rear door and the trunk and typically wraps around the wheel well; however, the similar front section Fender (vehicle) , between the door and the hood, is sometimes incorrectly referred to as a quarter panel.",1
17226,"where is shropshire, uk","Shropshire ( or ; alternatively Salop; abbreviated, in print only, Shrops) is a county in the West Midlands region of England.",1
17267,what is vat tax?,A value added tax (VAT) is a form of consumption tax .,1
17276,what is high sticking in hockey,-sticking is the name of two infractions in the sport of ice hockey that may occur when a player intentionally or inadvertently plays with his or her stick above the height of the shoulders or above the cross bar of a hockey goal.,1
17290,what is an sd memory card reader,"A memory card reader is a device, typically having a USB interface, for accessing the data on a memory card such as a CompactFlash (CF), Secure Digital (SD) or MultiMediaCard (MMC).",1
17356,when was the trogan war,"The ancient Greeks thought that the Trojan War was a historical event that had taken place in the 13th or 12th century BC, and believed that Troy was located in modern-day Turkey near the Dardanelles .",1
17364,where is the palatine canal,"The greater palatine canal (or pterygopalatine canal) is a passage in the skull that transmits the greater palatine artery , vein, and nerve between the pterygopalatine fossa and the oral cavity .",1
17367,what is the lowest temperature ever recorded in antarctica,Antarctica has the lowest naturally occurring temperature ever recorded on the ground on Earth: −89.2 °C (−128.6 °F) at Vostok Station .,1
17396,When Is Passover Over,"In Judaism , a day commences at dusk and lasts until the following dusk, thus the first day of Passover only begins after dusk of the 14th of Nisan and ends at dusk of the 15th day of the month of Nisan.",1
17414,when is halley's comet next,Halley's Comet last appeared in the inner Solar System in 1986 and will next appear in mid-2061.,1
17432,what is soy made from,"The soybean (US) or soya bean (UK) (Glycine max) is a species of legume native to East Asia, widely grown for its edible bean which has numerous uses.",1
17505,"WHERE IS ROUGH AND READY, CA","Rough and Ready is a census-designated place in Nevada County, California , United States .",1
17506,"WHERE IS ROUGH AND READY, CA","It is located west of Grass Valley, California , approximately 62 miles (100 km) from Sacramento .",1
17598,what is captcha code,A CAPTCHA () is a type of challenge-response test used in computing as an attempt to ensure that the response is generated by a human being .,1
17609,when was jacques cousteau born,"Jacques-Yves Cousteau (; commonly known in English as Jacques Cousteau; 11 June 1910 – 25 June 1997) was a French naval officer, explorer , conservationist , filmmaker, innovator, scientist, photographer, author and researcher who studied the sea and all forms of life in water.",1
17697,where was the fugitive slave law made,"The Fugitive Slave Law or Fugitive Slave Act was passed by the United States Congress on September 18, 1850, as part of the Compromise of 1850 between Southern slave-holding interests and Northern Free-Soilers .",1
17704,who is in the group trinity 5 7,"Trin-i-tee 5:7 is a gospel duo from New Orleans, Louisiana in the United States .",1
17719,what is eic earned income credit,"The United States federal earned income tax credit or earned income credit (EITC or EIC) is a refundable tax credit for low- and medium-income individuals and couples, primarily for those who have qualifying children.",1
17742,when is international men's day,International Men's Day (IMD) is an annual international event celebrated on 19th November.,1
17751,where is valley village ca,"Village is a district in the San Fernando Valley region of Los Angeles, California .",1
17815,What is sign of cancer,"Cancer (♋) is an astrological sign , which is associated with the constellation Cancer .",1
17836,when was the patriot act enacted,"The USA PATRIOT Act of 2001 is an Act of the U.S. Congress that was signed into law by President George W. Bush on October 26, 2001.",1
17908,what is a gsm cell phone,"GSM (Global System for Mobile Communications, originally '), is a standard set developed by the European Telecommunications Standards Institute (ETSI) to describe protocols for second generation ( 2G ) digital cellular networks used by mobile phones .",1
17915,what was the cash and carry lend lease,The Lend Lease act was an act where the United States had supported its allies.,1
17916,what was the cash and carry lend lease,"Lend-Lease () was the law that started a program under which the United States of America supplied the United Kingdom , the USSR , Republic of China , Free France , and other Allied nations with materiel between 1941 and 1945.",1
17929,what is el morro in puerto rico,"Castillo San Felipe del Morro also known as Fort San Felipe del Morro or Morro Castle, is a 16th-century citadel located in San Juan, Puerto Rico .",1
17977,where are poison dart frog seen,"Poison dart frog (also dart-poison frog, poison frog or formerly poison arrow frog) is the common name of a group of frogs in the family Dendrobatidae which are native to Central and South America .",1
18041,where were the Winter Olympics in 2006,"The 2006 Winter Olympics, officially known as the XX Olympic Winter Games, was a winter multi-sport event which was celebrated in Turin , Italy from February 10, 2006, through February 26, 2006.",1
18091,when was the lady gaga judas song released,"Judas is a song by American recording artist Lady Gaga , from her second studio album Born This Way (2011).",1
18092,when was the lady gaga judas song released,"It was released by Interscope Records on April 15, 2011, four days ahead of its scheduled release.",1
18111,what is mpeg4  avc or sp/asp,"H.264/MPEG-4 Part 10 or AVC (Advanced Video Coding) is a standard for video compression , and is currently one of the most commonly used formats for the recording, compression, and distribution of high definition video .",1
18118,WHAT IS NON BINDING?,"Non-binding arbitration is a type of arbitration in which the arbitrator makes a determination of the rights of the parties to the dispute, but this determination is not binding upon them, and no enforceable arbitration award is issued.",1
18155,where is university of nelson mandela metropolitan located,Nelson Mandela Metropolitan University (NMMU) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .,1
18183,What is the name of the late Major League  old professor,"Charles Dillon ""Casey"" Stengel (; July 30, 1890 – September 29, 1975), nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager .",1
18214,when was the constitution written,"George Washington at Constitutional Convention of 1787, signing of U.S. Constitution.",1
18238,what is the use of a sales invoice?,"An invoice or bill is a commercial document issued by a seller to a buyer , indicating the products , quantities, and agreed prices for products or services the seller has provided the buyer.",1
18258,what is squash the sport,"Squash is a racquet sport played by two (singles) or four players (doubles) in a four-walled court with a small, hollow rubber ball.",1
18271,when was the great fire in chicago,"The Great Chicago Fire was a conflagration that burned from Sunday, October 8, to early Tuesday, October 10, 1871, killing hundreds and destroying about in Chicago , Illinois .",1
18303,what is hosting a website,"Web hosts are companies that provide space on a server owned or leased for use by clients, as well as providing Internet connectivity, typically in a data center .",1
18325,when was the first nfl madden game released,"Due to Madden's insistence that the game be as realistic as possible, the first version of John Madden Football was not released until 1988.",1
18369,what is pci Interface,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .",1
18406,what is the name of mountains along california,"The other three coastal California mountain ranges are the Transverse Ranges , Peninsular Ranges and the Klamath Mountains .",1
18539,who is the mayor of chicago 2011,Rahm Emanuel won the race for mayor with more than 55% of the vote.,1
18552,when is the wv state fair,"It is held annually in mid-August on the State Fairgrounds in Fairlea , near Lewisburg, West Virginia in the southeastern part of the state.",1
18616,when was the state of utah established,"It became the 45th state admitted to the Union on January 4, 1896.",1
18627,what is the location of coldwater ms,"Coldwater is a small town in Tate County , Mississippi .",1
18628,what is the location of coldwater ms,It is in the Memphis Metropolitan Area .,1
18634,what is the function of the hard palate,Also on the anterior portion of the roof of the hard palate is the Rugae which are the irregular ridges in the mucous membrane that help facilitate the movement of food backwards towards the pharynx.,1
18670,where is Chayanne from?,"Elmer Figueroa Arce (born June 28, 1968), best known under the stage name Chayanne, is a Puerto Rican Latin pop singer and actor.",1
18672,when is world war hulk movie come,"World War Hulk is a comic book crossover storyline that ran through a self titled limited series and various other titles published by Marvel Comics in 2007, featuring the Hulk .",1
18679,WHERE WAS JOHN WAYNE BORN,"Wayne was born in Winterset, Iowa but his family relocated to the greater Los Angeles area when he was four years old.",1
18704,what is the organic layer in an amoled screen,This layer of organic semiconductor is situated between two electrodes.,1
18716,what is eggnog made of,"Eggnog, or egg nog, is a sweetened dairy -based beverage traditionally made with milk and/or cream , sugar , and whipped eggs (which gives it a frothy texture).",1
18801,what is bourbon made of,Bourbon whiskey is a type of American whiskey – a barrel-aged distilled spirit made primarily from corn .,1
18815,what is cta used for,Computed tomography angiography (CTA) is a computed tomography technique used to visualize arterial and venous vessels throughout the body.,1
18915,what is vitamin b12 used for,"Vitamin B12, vitamin B12 or vitamin B-12, also called cobalamin, is a water-soluble vitamin with a key role in the normal functioning of the brain and nervous system , and for the formation of blood .",1
18917,what is vitamin b12 used for,"It is normally involved in the metabolism of every cell of the human body, especially affecting DNA synthesis and regulation, but also fatty acid synthesis and energy production.",1
18941,what is tmz stand for,"The name TMZ stands for the historic "" studio zone "" or 30-mile zone radius from the intersection of West Beverly Boulevard and North La Cienega Boulevard in Los Angeles.",1
18960,what is impingement of the shoulder,"Shoulder impingement syndrome, also called painful arc syndrome, supraspinatus syndrome, swimmer's shoulder, and thrower's shoulder, is a clinical syndrome which occurs when the tendons of the rotator cuff muscles become irritated and inflamed as they pass through the subacromial space, the passage beneath the acromion .",1
19025,who was the first one to invent medicine,The ancient Egyptians had a system of medicine that was very advanced for its time and influenced later medical traditions.,1
19055,what is singapore's currency,The Singapore dollar or dollar ( sign : $; code : SGD) is the official currency of Singapore .,1
19081,what is the plot of the shawshank redemption?,"Adapted from the Stephen King novella Rita Hayworth and Shawshank Redemption , the film tells the story of Andy Dufresne, a banker who spends nearly two decades in Shawshank State Prison for the murder of his wife and her lover despite his claims of innocence.",1
19085,what is an information technology manager,IT management is the discipline whereby all of the technology resources of a firm are managed in accordance with its needs and priorities.,1
